File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
841f8ceb-2631-48bf-b083-d175a273e219	jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-E7-A3X6-01A-12D-A231-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-E7-A3X6	TCGA-E7-A3X6-01A	Primary Tumor
c864bd17-12dd-4a42-9ef5-3114f5435228	66736697-1ba8-465d-93f5-7dcc8595fc9f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-4Z-AA80	TCGA-4Z-AA80-01A	Primary Tumor
c4caad7e-8c80-4896-a496-00d567f44dd0	ff437bad-1e61-4cb5-996e-95ab07eecfa0.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-E7-A8O7	TCGA-E7-A8O7-01A	Primary Tumor
354967d7-ad51-466d-b367-cf777252bafc	3cbe9b1a-788e-462b-b3ab-90ef40253124.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-C4-A0F7	TCGA-C4-A0F7-01A	Primary Tumor
64543556-facd-48b9-9c27-fd0b3b60bfa1	jhu-usc.edu_BLCA.HumanMethylation450.19.lvl-3.TCGA-KQ-A41S-01A-12D-A33I-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-KQ-A41S	TCGA-KQ-A41S-01A	Primary Tumor
2c3833a2-f4ff-4438-9a4f-d7a5375aa76b	c47cc36a-03e1-4f9c-965e-214a94db3e8f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-GD-A2C5	TCGA-GD-A2C5-11A	Solid Tissue Normal
775f33f7-fb49-4dc6-bd48-82f3024ec5dd	bd7e6aec-e9b1-40da-88a9-b13d8256c793.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-CU-A0YO	TCGA-CU-A0YO-01A	Primary Tumor
3201d86a-3d39-430e-bc85-84da2f52901f	12eb7740-c87e-47d0-ac01-074360f65d7b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-HQ-A5NE	TCGA-HQ-A5NE-01A	Primary Tumor
9e315d04-3679-4e33-a7e8-f905d854f90d	9f7b3d20-3456-4ae5-ac03-11c61cfd16d4.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-ZF-AA4W	TCGA-ZF-AA4W-01A	Primary Tumor
62a3646d-670d-4484-ba92-13ee31d01c01	jhu-usc.edu_BLCA.HumanMethylation450.3.lvl-3.TCGA-BT-A20N-11A-11D-A14Z-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-BT-A20N	TCGA-BT-A20N-11A	Solid Tissue Normal
3378d50d-1461-49d9-bd35-c002f9050508	6b49ebfc-983e-415d-bdf9-d55b27e2f0e6.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-XF-A9SI	TCGA-XF-A9SI-01A	Primary Tumor
f709596c-3b16-4822-bad1-049b60b63cc2	6d8379cf-f50f-43c6-98e8-51c133777d2c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-DK-AA6R	TCGA-DK-AA6R-01A	Primary Tumor
04d4c019-6535-4b41-9e34-2962f108eb3e	2f2d7816-fa91-4cb0-aa6e-09eb67b5ae05.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-FT-A61P	TCGA-FT-A61P-01A	Primary Tumor
e411c504-c9b0-49d0-8122-f733030efb39	694e84fe-2af3-4b41-a3d1-09fb324fa6eb.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-ZF-AA4U	TCGA-ZF-AA4U-01A	Primary Tumor
707af3a5-975e-4615-a992-2c0f3990a467	ecae8c6f-1de6-4790-b56c-bc8ec89bdda2.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-GV-A3JZ	TCGA-GV-A3JZ-01A	Primary Tumor
60c5d177-85c7-43cf-8598-c646191892ed	jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-DK-AA6S-01A-21D-A392-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-DK-AA6S	TCGA-DK-AA6S-01A	Primary Tumor
422613ad-8fc9-448a-a4f3-bce89920da55	jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-ZF-A9R5-01A-12D-A42F-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-ZF-A9R5	TCGA-ZF-A9R5-01A	Primary Tumor
aa13fc1c-6a20-4ea5-8877-6e8031272fc0	jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-ZF-A9R3-01A-11D-A38H-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-ZF-A9R3	TCGA-ZF-A9R3-01A	Primary Tumor
5755436a-83e7-4741-9e66-cd015a3a4a76	951ef260-2a4b-471f-abc6-373999f86b99.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-CU-A0YN	TCGA-CU-A0YN-11A	Solid Tissue Normal
5fd3bfed-dd10-4ac4-b10d-05c014e2f083	jhu-usc.edu_BLCA.HumanMethylation450.11.lvl-3.TCGA-GD-A3OS-01A-12D-A223-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-GD-A3OS	TCGA-GD-A3OS-01A	Primary Tumor
12d47759-32d2-4ec8-977b-90cc913ead20	jhu-usc.edu_BLCA.HumanMethylation450.14.lvl-3.TCGA-K4-A54R-11A-11D-A26N-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-K4-A54R	TCGA-K4-A54R-11A	Solid Tissue Normal
085ae577-1437-46bd-aa6b-9e271e9a557a	jhu-usc.edu_BLCA.HumanMethylation450.14.lvl-3.TCGA-MV-A51V-01A-11D-A26N-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-MV-A51V	TCGA-MV-A51V-01A	Primary Tumor
6e586698-a1f8-4b51-9397-cc631f8ac0b7	1b71f4c9-51ff-402c-b321-c6927d60cd0c.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-DK-A1A6	TCGA-DK-A1A6-01A	Primary Tumor
a69d254e-5222-4863-bbc2-5614e47504e8	d4be1d22-3ece-42e9-9d92-0fdb3dc95c3a.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-BL-A0C8	TCGA-BL-A0C8-01A	Primary Tumor
b7f847f6-65c6-4fda-ac89-cdb1a0e1365d	jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-DK-A3WX-01A-22D-A231-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-DK-A3WX	TCGA-DK-A3WX-01A	Primary Tumor
4121d775-5546-4493-9b26-4fe1fd420469	jhu-usc.edu_BLCA.HumanMethylation450.1.lvl-3.TCGA-BL-A0C8-01B-04D-A276-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-BL-A0C8	TCGA-BL-A0C8-01B	Primary Tumor
d42497ef-d44e-494b-88e5-b8e1ba74767b	jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-AAMY-01A-11D-A42F-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-XF-AAMY	TCGA-XF-AAMY-01A	Primary Tumor
388f19c2-00b6-42e9-8c66-532cd9899ee1	jhu-usc.edu_BLCA.HumanMethylation450.14.lvl-3.TCGA-FD-A5BV-01A-11D-A26N-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-FD-A5BV	TCGA-FD-A5BV-01A	Primary Tumor
9f63b375-ba80-46a0-bf77-2d9b1a5d1bd8	b4055612-fbf6-475b-b74d-5a067dad4fff.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-XF-AAN4	TCGA-XF-AAN4-01A	Primary Tumor
80084e23-9269-475d-9958-bda3fe6c961e	23069015-19eb-403d-91df-8ae3198a8c9c.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-FD-A5BX	TCGA-FD-A5BX-01A	Primary Tumor
18d11f2e-4bcf-4d19-bc21-f14a6caf126e	03872f69-93f5-4d6c-aeb3-dadbc2762682.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-4Z-AA7W	TCGA-4Z-AA7W-01A	Primary Tumor
fda7d16e-0368-44fb-8e7b-5544116a5e33	ee52a467-d7f7-402d-ad85-4cf257ffa4a2.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-UY-A8OB	TCGA-UY-A8OB-01A	Primary Tumor
746e1283-ba6f-4185-be2e-1484d6fd914b	55c112f9-4b93-4e33-80a3-e2e63581563b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-BT-A20W	TCGA-BT-A20W-01A	Primary Tumor
3d027d13-be91-4045-b105-fbc0be799425	0df5ed77-67ee-436a-b4e2-63a4ec8b557c.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-4Z-AA87	TCGA-4Z-AA87-01A	Primary Tumor
3f7ac0a2-550d-409b-9b9c-38cc3d4be332	a0cb85d2-1663-4b11-8caa-ef8656679a99.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-BT-A42E	TCGA-BT-A42E-01A	Primary Tumor
e31b5006-753f-48bd-ad02-dc75941f5623	32cbcc04-b11f-48af-a216-dea7517960c7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-GU-A42Q	TCGA-GU-A42Q-01A	Primary Tumor
dfea44c8-6e7c-42b5-8689-a2c763ad416a	jhu-usc.edu_BLCA.HumanMethylation450.10.lvl-3.TCGA-FD-A3N5-01A-11D-A21B-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-FD-A3N5	TCGA-FD-A3N5-01A	Primary Tumor
ecd30ea7-33ad-4031-a840-8778e1de30c6	jhu-usc.edu_BLCA.HumanMethylation450.15.lvl-3.TCGA-LT-A5Z6-01A-11D-A28N-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-LT-A5Z6	TCGA-LT-A5Z6-01A	Primary Tumor
59aba877-6d6d-4c30-99ec-d7bb7ef10e3b	jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-G2-AA3D-01A-11D-A392-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-G2-AA3D	TCGA-G2-AA3D-01A	Primary Tumor
689fc258-43b4-493d-bd39-9e4531a843d2	791ac7a8-872c-47f8-bd65-810c987d6560.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-FD-A5BY	TCGA-FD-A5BY-01A	Primary Tumor
e92fe281-d598-41fa-86f9-0a5862779b09	jhu-usc.edu_BLCA.HumanMethylation450.11.lvl-3.TCGA-GD-A3OP-11A-11D-A223-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-GD-A3OP	TCGA-GD-A3OP-11A	Solid Tissue Normal
33be1a24-22b0-4d80-9c0f-28b4ce7879c2	4fad5979-64a8-42b9-a5cb-c314cf7867c6.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-FD-A6TB	TCGA-FD-A6TB-01A	Primary Tumor
599bbe76-ee38-4e8e-a26a-3c41f723a896	ffd38443-a9d2-46da-9c83-9b3a143febd5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-GU-A42R	TCGA-GU-A42R-01A	Primary Tumor
cbdcc104-ffbf-4371-8c89-a725218626bb	0eb54f4b-5484-4757-96df-9da9ed25668e.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-G2-A2EF	TCGA-G2-A2EF-01A	Primary Tumor
a46c0708-b5c1-4f20-a467-1cc4cedaa493	a859616a-2c34-407d-acf3-3c499ff455fb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-5N-A9KI	TCGA-5N-A9KI-01A	Primary Tumor
8f8c6a85-f699-404a-a89f-5d5c3874407d	jhu-usc.edu_BLCA.HumanMethylation450.19.lvl-3.TCGA-UY-A78L-01A-12D-A33I-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-UY-A78L	TCGA-UY-A78L-01A	Primary Tumor
65aaa4de-d7e7-42a6-90ed-b796bdb250b6	b0220995-cc6e-43d7-9d83-f78378acff05.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-FD-A3SL	TCGA-FD-A3SL-01A	Primary Tumor
3e84a207-1fc9-43b0-8950-95ccb28c1b59	679c8a49-57eb-4462-9940-0ad964135a3b.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-K4-A5RI	TCGA-K4-A5RI-11A	Solid Tissue Normal
97169ca8-002e-495c-b2e4-87a58eeaa3d5	jhu-usc.edu_BLCA.HumanMethylation450.13.lvl-3.TCGA-CF-A47V-01A-11D-A23V-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-CF-A47V	TCGA-CF-A47V-01A	Primary Tumor
7d4fb176-8bec-4413-8347-3e10f2114efd	162d259e-4dd3-4121-a227-f8616770b1eb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-FT-A3EE	TCGA-FT-A3EE-01A	Primary Tumor
9275299e-a478-492f-b84f-05aaad383d12	jhu-usc.edu_BLCA.HumanMethylation450.10.lvl-3.TCGA-GV-A3JZ-01A-11D-A21B-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-GV-A3JZ	TCGA-GV-A3JZ-01A	Primary Tumor
f9642acf-2836-4d2b-8997-41d47a13e69b	jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-DK-AA6R-01A-11D-A42F-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-DK-AA6R	TCGA-DK-AA6R-01A	Primary Tumor
3db8604c-d225-41ae-8bbc-614ec8872f94	jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-GC-A3RD-01A-12D-A231-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-GC-A3RD	TCGA-GC-A3RD-01A	Primary Tumor
9bbf07fe-f9fc-425b-8ac6-b7a723c4b497	jhu-usc.edu_BLCA.HumanMethylation450.3.lvl-3.TCGA-BT-A20W-01A-21D-A14Z-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-BT-A20W	TCGA-BT-A20W-01A	Primary Tumor
5e754115-03ca-4aab-91d1-1554c5bb74af	15941f8a-9656-4fb5-95fa-70697a849f31.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-FD-A62O	TCGA-FD-A62O-01A	Primary Tumor
a8a8cd47-a0d8-441b-b1b7-4427b1bb29ff	696dbebd-6478-45ff-88a7-fdf7fde853fe.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-XF-AAMQ	TCGA-XF-AAMQ-01A	Primary Tumor
df05fc38-ee28-40f7-916c-23726e3c5ba3	jhu-usc.edu_BLCA.HumanMethylation450.23.lvl-3.TCGA-UY-A8OD-01A-11D-A365-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-UY-A8OD	TCGA-UY-A8OD-01A	Primary Tumor
023056f0-eb91-4796-9b9c-7347b061bcec	jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-XF-A9T8-01A-11D-A392-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-XF-A9T8	TCGA-XF-A9T8-01A	Primary Tumor
77d411a7-f93a-4e00-89ba-144118226fcc	09c11f8a-844b-49e8-9a73-5bfe52c26979.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-ZF-AA56	TCGA-ZF-AA56-01A	Primary Tumor
344bf9f8-56c6-467b-8d0b-383a896cacf0	43cfa63b-af03-4963-91c0-d29c7a2b0fd7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-XF-A9SW	TCGA-XF-A9SW-01A	Primary Tumor
d635d357-ae07-4cec-99a4-c031699a683b	effa707f-7151-4c53-812d-9344cd48ea57.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-DK-AA75	TCGA-DK-AA75-01A	Primary Tumor
5af1c9ba-78b1-41df-808f-45a3225b235a	jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-FD-A3SN-01A-12D-A231-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-FD-A3SN	TCGA-FD-A3SN-01A	Primary Tumor
7a1e16eb-1236-44d8-a220-a9657eacdc68	jhu-usc.edu_BLCA.HumanMethylation450.3.lvl-3.TCGA-BT-A20U-01A-11D-A14Z-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-BLCA	TCGA-BT-A20U	TCGA-BT-A20U-01A	Primary Tumor
a9651ebb-c847-4be6-b2c7-4c6e2fd60002	b719e8c8-3c22-4822-b551-c1b337704d99.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-FD-A3SS	TCGA-FD-A3SS-01A	Primary Tumor
b738a4aa-e99f-4690-aebf-b4f3a6ac5d2e	1f7eb9ef-e69b-402c-b5c2-1dd5f25fc3d4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-BLCA	TCGA-GV-A40G	TCGA-GV-A40G-01A	Primary Tumor
3d11b763-f162-406f-a76e-1346f0821b26	bf483062-780d-4b23-9fad-3fd5790003dd.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-FJ-A3ZE	TCGA-FJ-A3ZE-01A	Primary Tumor
