id	filename	md5	size	state
8ae8d0b3-1acc-4dc1-a80e-ce22ba4f7b5e	jhu-usc.edu_BLCA.HumanMethylation450.1.lvl-3.TCGA-C4-A0F0-01A-12D-A10W-05.gdc_hg38.txt	9786528a1599e29b3267f19a58fd3064	141288024	released
3450984e-02f5-40aa-8aaa-a694460f3b5d	1254eece-b045-4006-be73-559b92f6f7de.mirbase21.mirnas.quantification.txt	e6c0d3962907202404acceb65f7a9eaa	50262	released
a104d9ec-a614-48c4-8b8a-29d8b7fcdad6	930f390e-8918-428a-9236-d40b32eeec11.mirbase21.mirnas.quantification.txt	fcbdef8a04845e1cd9ea60630da6af65	50450	released
eaebb247-0c46-4650-b436-9c251944d017	jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-A9T5-01A-11D-A42F-05.gdc_hg38.txt	ef1e36e042f7a8261788ad36fc438daf	141279716	released
c8b0e8bf-bb9a-46ed-abb7-f2d84df82748	jhu-usc.edu_BLCA.HumanMethylation450.15.lvl-3.TCGA-K4-A5RI-01A-11D-A28N-05.gdc_hg38.txt	ed4114fbffae46baa6dfee830aff62bf	141281852	released
841f8ceb-2631-48bf-b083-d175a273e219	jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-E7-A3X6-01A-12D-A231-05.gdc_hg38.txt	3f8d1c0fa368ad868f8dfc35180df2a3	141296999	released
c864bd17-12dd-4a42-9ef5-3114f5435228	66736697-1ba8-465d-93f5-7dcc8595fc9f.mirbase21.mirnas.quantification.txt	acc6a661fc4d6795f18b8a2f5ed60e81	50424	released
c4caad7e-8c80-4896-a496-00d567f44dd0	ff437bad-1e61-4cb5-996e-95ab07eecfa0.FPKM-UQ.txt.gz	c7411f7537bcbf1abf8b4d4760be129c	521632	released
354967d7-ad51-466d-b367-cf777252bafc	3cbe9b1a-788e-462b-b3ab-90ef40253124.mirbase21.mirnas.quantification.txt	af810a1538e12e16a34280637ad2de42	50477	released
64543556-facd-48b9-9c27-fd0b3b60bfa1	jhu-usc.edu_BLCA.HumanMethylation450.19.lvl-3.TCGA-KQ-A41S-01A-12D-A33I-05.gdc_hg38.txt	4fd6d8a7d12c9684deaccd5b6c65e04f	141278359	released
2c3833a2-f4ff-4438-9a4f-d7a5375aa76b	c47cc36a-03e1-4f9c-965e-214a94db3e8f.mirbase21.mirnas.quantification.txt	27b291179f78f9cad08b30fb7b34de18	50393	released
775f33f7-fb49-4dc6-bd48-82f3024ec5dd	bd7e6aec-e9b1-40da-88a9-b13d8256c793.FPKM-UQ.txt.gz	adfa180c81fb1c75f80195ced54d36da	505853	released
3201d86a-3d39-430e-bc85-84da2f52901f	12eb7740-c87e-47d0-ac01-074360f65d7b.mirbase21.mirnas.quantification.txt	db36ee8145deeaa9dfcfe636a3df06f6	50237	released
9e315d04-3679-4e33-a7e8-f905d854f90d	9f7b3d20-3456-4ae5-ac03-11c61cfd16d4.FPKM-UQ.txt.gz	5547f599e2e5ec30f441929e95620592	495106	released
62a3646d-670d-4484-ba92-13ee31d01c01	jhu-usc.edu_BLCA.HumanMethylation450.3.lvl-3.TCGA-BT-A20N-11A-11D-A14Z-05.gdc_hg38.txt	bee370f8522933d79de93c8621566d6f	141289334	released
3378d50d-1461-49d9-bd35-c002f9050508	6b49ebfc-983e-415d-bdf9-d55b27e2f0e6.FPKM-UQ.txt.gz	d43df274a5a90dbfc972e09f0fad5784	517494	released
f709596c-3b16-4822-bad1-049b60b63cc2	6d8379cf-f50f-43c6-98e8-51c133777d2c.mirbase21.mirnas.quantification.txt	27517166851f6b7c1995b5ae6f3cb604	50141	released
04d4c019-6535-4b41-9e34-2962f108eb3e	2f2d7816-fa91-4cb0-aa6e-09eb67b5ae05.mirbase21.mirnas.quantification.txt	9b204b99dc74d3972c22e86d9b3dfb60	50210	released
e411c504-c9b0-49d0-8122-f733030efb39	694e84fe-2af3-4b41-a3d1-09fb324fa6eb.FPKM-UQ.txt.gz	829992a1bdd589ee2226b2da87a3e8b7	492555	released
707af3a5-975e-4615-a992-2c0f3990a467	ecae8c6f-1de6-4790-b56c-bc8ec89bdda2.mirbase21.mirnas.quantification.txt	987280d161f2269c8e352bda04649010	50612	released
60c5d177-85c7-43cf-8598-c646191892ed	jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-DK-AA6S-01A-21D-A392-05.gdc_hg38.txt	21bb0d63e55696a5a5dc0c17dc7b48c1	141292898	released
422613ad-8fc9-448a-a4f3-bce89920da55	jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-ZF-A9R5-01A-12D-A42F-05.gdc_hg38.txt	e5b31ab92e3e30d160d8f51fa421b9e1	141317619	released
aa13fc1c-6a20-4ea5-8877-6e8031272fc0	jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-ZF-A9R3-01A-11D-A38H-05.gdc_hg38.txt	10f476e378b3bf7aaf18ff5381aee7da	141292476	released
5755436a-83e7-4741-9e66-cd015a3a4a76	951ef260-2a4b-471f-abc6-373999f86b99.mirbase21.mirnas.quantification.txt	19a7235df411e71bd0f3475b7b9d7bed	50000	released
5fd3bfed-dd10-4ac4-b10d-05c014e2f083	jhu-usc.edu_BLCA.HumanMethylation450.11.lvl-3.TCGA-GD-A3OS-01A-12D-A223-05.gdc_hg38.txt	061cfda0b494ca58c0c9ae4e8fed87d7	141294231	released
12d47759-32d2-4ec8-977b-90cc913ead20	jhu-usc.edu_BLCA.HumanMethylation450.14.lvl-3.TCGA-K4-A54R-11A-11D-A26N-05.gdc_hg38.txt	9e60e101e4709c83fa7fa7710a1c7cfb	141299273	released
085ae577-1437-46bd-aa6b-9e271e9a557a	jhu-usc.edu_BLCA.HumanMethylation450.14.lvl-3.TCGA-MV-A51V-01A-11D-A26N-05.gdc_hg38.txt	3907cbcdd52f4e1e1902ae4300476f5a	141305533	released
6e586698-a1f8-4b51-9397-cc631f8ac0b7	1b71f4c9-51ff-402c-b321-c6927d60cd0c.FPKM-UQ.txt.gz	6d781d4d215678f718d23f894ba340ba	503411	released
a69d254e-5222-4863-bbc2-5614e47504e8	d4be1d22-3ece-42e9-9d92-0fdb3dc95c3a.FPKM-UQ.txt.gz	8cfe8142ece490cac2bf3af86675191a	553687	released
b7f847f6-65c6-4fda-ac89-cdb1a0e1365d	jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-DK-A3WX-01A-22D-A231-05.gdc_hg38.txt	5dcded1e0b07bb5683a777345dc5bef5	141287885	released
4121d775-5546-4493-9b26-4fe1fd420469	jhu-usc.edu_BLCA.HumanMethylation450.1.lvl-3.TCGA-BL-A0C8-01B-04D-A276-05.gdc_hg38.txt	9f5ef2d7d40c2a2f309138f7aeeed93b	141272061	released
d42497ef-d44e-494b-88e5-b8e1ba74767b	jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-XF-AAMY-01A-11D-A42F-05.gdc_hg38.txt	64871fda90049a510a88811abec2a711	141298195	released
388f19c2-00b6-42e9-8c66-532cd9899ee1	jhu-usc.edu_BLCA.HumanMethylation450.14.lvl-3.TCGA-FD-A5BV-01A-11D-A26N-05.gdc_hg38.txt	c4b2f4fe9badf034f6e638747a785d65	141296381	released
9f63b375-ba80-46a0-bf77-2d9b1a5d1bd8	b4055612-fbf6-475b-b74d-5a067dad4fff.FPKM-UQ.txt.gz	611fb7df74a3a4572899245cee29e67b	502016	released
80084e23-9269-475d-9958-bda3fe6c961e	23069015-19eb-403d-91df-8ae3198a8c9c.FPKM-UQ.txt.gz	d61577b344b1073bf7806c3a10ae7677	483227	released
18d11f2e-4bcf-4d19-bc21-f14a6caf126e	03872f69-93f5-4d6c-aeb3-dadbc2762682.FPKM-UQ.txt.gz	4b72abbe40f3318f056e3177d0ce3381	486611	released
fda7d16e-0368-44fb-8e7b-5544116a5e33	ee52a467-d7f7-402d-ad85-4cf257ffa4a2.mirbase21.mirnas.quantification.txt	d0267f90496048d36ea41ebff57947c8	50467	released
746e1283-ba6f-4185-be2e-1484d6fd914b	55c112f9-4b93-4e33-80a3-e2e63581563b.mirbase21.mirnas.quantification.txt	52eec6c6c7943657692015de00ae97f2	50449	released
3d027d13-be91-4045-b105-fbc0be799425	0df5ed77-67ee-436a-b4e2-63a4ec8b557c.FPKM-UQ.txt.gz	4a3a71513be86a0b5dabe75e6d2f5a59	512780	released
3f7ac0a2-550d-409b-9b9c-38cc3d4be332	a0cb85d2-1663-4b11-8caa-ef8656679a99.mirbase21.mirnas.quantification.txt	1a170cb3a95bee0857ecd788c1e4177a	50387	released
e31b5006-753f-48bd-ad02-dc75941f5623	32cbcc04-b11f-48af-a216-dea7517960c7.mirbase21.mirnas.quantification.txt	a810fa75cb435681ec768493db851a70	50459	released
dfea44c8-6e7c-42b5-8689-a2c763ad416a	jhu-usc.edu_BLCA.HumanMethylation450.10.lvl-3.TCGA-FD-A3N5-01A-11D-A21B-05.gdc_hg38.txt	c6e96fd262a678d4a6f833292b8caf8a	141279862	released
ecd30ea7-33ad-4031-a840-8778e1de30c6	jhu-usc.edu_BLCA.HumanMethylation450.15.lvl-3.TCGA-LT-A5Z6-01A-11D-A28N-05.gdc_hg38.txt	4b8d9d1cd92157c7d4f16a8e66924486	141283526	released
59aba877-6d6d-4c30-99ec-d7bb7ef10e3b	jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-G2-AA3D-01A-11D-A392-05.gdc_hg38.txt	08f348486be8e25bcbff3d30c76810f1	141298541	released
689fc258-43b4-493d-bd39-9e4531a843d2	791ac7a8-872c-47f8-bd65-810c987d6560.mirbase21.mirnas.quantification.txt	2b1f33b7564b3123f0ac6b918dadaa16	50224	released
e92fe281-d598-41fa-86f9-0a5862779b09	jhu-usc.edu_BLCA.HumanMethylation450.11.lvl-3.TCGA-GD-A3OP-11A-11D-A223-05.gdc_hg38.txt	15f7c51e4b015a7baa3bb7dbc16a6036	141286505	released
33be1a24-22b0-4d80-9c0f-28b4ce7879c2	4fad5979-64a8-42b9-a5cb-c314cf7867c6.mirbase21.mirnas.quantification.txt	26973622e175d57092b6ce6b7904f7b4	50361	released
599bbe76-ee38-4e8e-a26a-3c41f723a896	ffd38443-a9d2-46da-9c83-9b3a143febd5.mirbase21.mirnas.quantification.txt	207a3a6aeb6de90abc7bcfb163cb2c48	50376	released
cbdcc104-ffbf-4371-8c89-a725218626bb	0eb54f4b-5484-4757-96df-9da9ed25668e.FPKM-UQ.txt.gz	a08c04cb18db4cda4c1af4fbc088cd53	545222	released
a46c0708-b5c1-4f20-a467-1cc4cedaa493	a859616a-2c34-407d-acf3-3c499ff455fb.mirbase21.mirnas.quantification.txt	90da358b34d574f4eb1ee1b178a50697	50340	released
8f8c6a85-f699-404a-a89f-5d5c3874407d	jhu-usc.edu_BLCA.HumanMethylation450.19.lvl-3.TCGA-UY-A78L-01A-12D-A33I-05.gdc_hg38.txt	b1f53f12154215f8c8042ab600d53a31	141287825	released
65aaa4de-d7e7-42a6-90ed-b796bdb250b6	b0220995-cc6e-43d7-9d83-f78378acff05.mirbase21.mirnas.quantification.txt	fb26021a2b8cd0aba651a055b7514ee6	50179	released
3e84a207-1fc9-43b0-8950-95ccb28c1b59	679c8a49-57eb-4462-9940-0ad964135a3b.FPKM-UQ.txt.gz	112afdd3b6a8d669030d648204c85eb8	509777	released
97169ca8-002e-495c-b2e4-87a58eeaa3d5	jhu-usc.edu_BLCA.HumanMethylation450.13.lvl-3.TCGA-CF-A47V-01A-11D-A23V-05.gdc_hg38.txt	943a6dd1dce82a8bedcbb96469d8f4dc	141295968	released
7d4fb176-8bec-4413-8347-3e10f2114efd	162d259e-4dd3-4121-a227-f8616770b1eb.mirbase21.mirnas.quantification.txt	d9c9161f0f53063930efc54fdde0f399	50220	released
9275299e-a478-492f-b84f-05aaad383d12	jhu-usc.edu_BLCA.HumanMethylation450.10.lvl-3.TCGA-GV-A3JZ-01A-11D-A21B-05.gdc_hg38.txt	ae4c0ce391dfb51e89ce5dcf612c3807	141309414	released
f9642acf-2836-4d2b-8997-41d47a13e69b	jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-DK-AA6R-01A-11D-A42F-05.gdc_hg38.txt	1ffa6b344146c2e073aa2ec81597e6fc	141295569	released
3db8604c-d225-41ae-8bbc-614ec8872f94	jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-GC-A3RD-01A-12D-A231-05.gdc_hg38.txt	9956ae65c75cc72188eb0c357e91eaca	141294847	released
9bbf07fe-f9fc-425b-8ac6-b7a723c4b497	jhu-usc.edu_BLCA.HumanMethylation450.3.lvl-3.TCGA-BT-A20W-01A-21D-A14Z-05.gdc_hg38.txt	d39af790bb6e65b2a7ac7e0455924711	141279436	released
5e754115-03ca-4aab-91d1-1554c5bb74af	15941f8a-9656-4fb5-95fa-70697a849f31.FPKM-UQ.txt.gz	7b1233452528bf3284caa3009baaf12f	509466	released
a8a8cd47-a0d8-441b-b1b7-4427b1bb29ff	696dbebd-6478-45ff-88a7-fdf7fde853fe.mirbase21.mirnas.quantification.txt	09bb04ada17773f70f03b26af9b3f8fd	50240	released
df05fc38-ee28-40f7-916c-23726e3c5ba3	jhu-usc.edu_BLCA.HumanMethylation450.23.lvl-3.TCGA-UY-A8OD-01A-11D-A365-05.gdc_hg38.txt	98e23003d672d3b00030730435c5d737	141277002	released
023056f0-eb91-4796-9b9c-7347b061bcec	jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-XF-A9T8-01A-11D-A392-05.gdc_hg38.txt	060fed3f8d82e6500be294f964054a71	141285826	released
77d411a7-f93a-4e00-89ba-144118226fcc	09c11f8a-844b-49e8-9a73-5bfe52c26979.FPKM-UQ.txt.gz	8e1bd7f0e419e2a75a645800e2314d37	505390	released
344bf9f8-56c6-467b-8d0b-383a896cacf0	43cfa63b-af03-4963-91c0-d29c7a2b0fd7.mirbase21.mirnas.quantification.txt	88b87a105530bb7993b8544164e5761e	50244	released
d635d357-ae07-4cec-99a4-c031699a683b	effa707f-7151-4c53-812d-9344cd48ea57.mirbase21.mirnas.quantification.txt	b160d561480ab96c30a314557217cb48	50516	released
5af1c9ba-78b1-41df-808f-45a3225b235a	jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-FD-A3SN-01A-12D-A231-05.gdc_hg38.txt	b93a981a829b50df01ca7f320eeba00a	141282991	released
7a1e16eb-1236-44d8-a220-a9657eacdc68	jhu-usc.edu_BLCA.HumanMethylation450.3.lvl-3.TCGA-BT-A20U-01A-11D-A14Z-05.gdc_hg38.txt	8f54382bd0ac95ca2ef11b0e3da61925	141269612	released
a9651ebb-c847-4be6-b2c7-4c6e2fd60002	b719e8c8-3c22-4822-b551-c1b337704d99.FPKM-UQ.txt.gz	57dff8549e5fd51f6115a2051035af61	526654	released
b738a4aa-e99f-4690-aebf-b4f3a6ac5d2e	1f7eb9ef-e69b-402c-b5c2-1dd5f25fc3d4.mirbase21.mirnas.quantification.txt	2b66d22bb7665628cb9c23e5ba6a086a	50539	released
3d11b763-f162-406f-a76e-1346f0821b26	bf483062-780d-4b23-9fad-3fd5790003dd.FPKM-UQ.txt.gz	cbe4fe2aacc787e81c7bef22d2b15005	529202	released
ed53ad97-301f-49d1-9680-1a3ed3b9d395	jhu-usc.edu_BLCA.HumanMethylation450.13.lvl-3.TCGA-CF-A47T-01A-11D-A23V-05.gdc_hg38.txt	b83743acd96a389848bda2adfc2ccfda	141318221	released
98432982-ecb2-4cac-8855-7b963857c89a	jhu-usc.edu_BLCA.HumanMethylation450.14.lvl-3.TCGA-E7-A519-01A-11D-A26N-05.gdc_hg38.txt	aab18c9b27d02aff0914f238fa247167	141303649	released
66b36b1b-06c9-4f1f-9472-b50ea7a9b260	0c5f7fd5-3e3a-427a-80c5-ac07c3c04baf.mirbase21.mirnas.quantification.txt	75646b2cb287d24f752ce30c9e50593b	50293	released
02b0a53b-be5d-4448-b709-a44ac84faa5f	7cb44b65-3aee-481f-9824-7f7f1166cd18.mirbase21.mirnas.quantification.txt	c2932e8dff195216528d33e92e07d7ac	50318	released
018a159d-ff8e-486d-8078-47013985de98	jhu-usc.edu_BLCA.HumanMethylation450.17.lvl-3.TCGA-PQ-A6FN-01A-11D-A31M-05.gdc_hg38.txt	003e3f8a3468685b0016b028d9a08666	141278903	released
64e82806-2de8-409d-ab62-c4b095893c9e	6ff20bd2-d5c3-41a5-a03c-c2599cbb9182.mirbase21.mirnas.quantification.txt	8e4e914d78b89f2c965b57e1551040c1	50285	released
e9f93fea-054a-4738-a611-85ef5ba52d02	18554c4e-1561-49a5-91e5-6ae2836202b1.mirbase21.mirnas.quantification.txt	7bef2ef0e5c44132a2c4f9b571c39c34	50168	released
104c2e66-e42d-4dc2-afa2-5c8708c1db41	bd45cb33-8e1c-4b37-8bd2-29f804269838.FPKM-UQ.txt.gz	e4c5ad9583e991546f150fefb13a8ec6	517740	released
1cbe8255-5678-412d-8d41-986010286cee	fb7b4bc8-eb7c-4ddf-8109-e699c4b620bd.FPKM-UQ.txt.gz	cda187ac827f6458b37382afd829f596	456947	released
045f8c7d-461d-40be-8327-3ba3f46fc97f	48c01329-4a52-404f-9b66-0fffc5c23dd9.mirbase21.mirnas.quantification.txt	f3e757e6d2ab3616fa840098acdca354	50179	released
92cc31b4-22bd-4a55-ae14-98f71e7d742f	8ca9b8e5-e11c-4083-8f69-eaceee24b8ab.mirbase21.mirnas.quantification.txt	12642e667010a845dd9b8dc9dd0cac37	50330	released
89c67177-0acc-4b21-b297-560b395ae51c	a8b4c5de-a026-4f9a-a9d5-e9d6748ade5e.FPKM-UQ.txt.gz	6fef97dd8fabcc7773c37d3695ce14e3	494496	released
32bd9b47-8ef7-4c20-ad7e-466564af5d1d	a5d69ea7-c21e-4f65-8af0-980bb3deb422.mirbase21.mirnas.quantification.txt	3f1d528f17b62d74d02c90d81fb7f361	50333	released
3c3575de-91d9-4b62-90ae-f7061c9d309c	8dad5f8d-adfc-4da2-830c-7491b00e84c7.mirbase21.mirnas.quantification.txt	3631bdc19ed68b52fbb4f261f879af93	50285	released
5b146e48-8cd4-427a-8269-3bdfff46876b	5f7906a7-ef21-45e5-b974-3f506dfa7467.FPKM-UQ.txt.gz	98554c05201a3bed8517cae9e693faec	498631	released
8788b114-b139-40bf-9dd6-f4bcba70345a	a53f8816-a3e6-4cfa-983f-485003841de8.mirbase21.mirnas.quantification.txt	621091f673c89f51ef3a205e940aaeec	50206	released
85d801f0-74fb-4611-88ce-b0e55591ffe4	jhu-usc.edu_BLCA.HumanMethylation450.12.lvl-3.TCGA-GC-A3YS-01A-11D-A23O-05.gdc_hg38.txt	ca8d9e69e9e18e28fa0901ca7f173e75	141287961	released
ab8682bc-b693-4d05-a0ba-609332d76a90	c5292dc5-f556-466a-8347-ffdad9cf883a.mirbase21.mirnas.quantification.txt	41113152681447c7c9cce79fa01e7f68	50469	released
0cba0dff-3fef-4b00-ab72-9ced6cdb6d1d	0f667075-ffca-4598-bfd1-51cfa2c3d426.FPKM-UQ.txt.gz	69105953aeb69bfffb6ceae5f73b6fbb	520863	released
cb805417-ba54-44a0-8af6-30e9037e0d5d	jhu-usc.edu_BLCA.HumanMethylation450.8.lvl-3.TCGA-DK-A3IU-01A-11D-A211-05.gdc_hg38.txt	2a320a2acbb214af31dcfdd5e4f4c3bf	141282805	released
3b8cfbc4-9f1f-4243-bb44-94a806221bfb	jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-DK-A3WY-01A-11D-A231-05.gdc_hg38.txt	f289cff93279b9d896364d348df5b473	141277969	released
db969125-3f8e-4ae2-a5b1-8eb99c41d4b8	jhu-usc.edu_BLCA.HumanMethylation450.18.lvl-3.TCGA-FD-A6TG-01A-11D-A32C-05.gdc_hg38.txt	7d366aaf48ce7704b9d432feed7b3c06	141273778	released
c3a666a2-2630-4d64-a59c-d47550a5c793	jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-2F-A9KP-01A-11D-A38H-05.gdc_hg38.txt	5ce33b8c83966d276dcd55403dab5f6d	141297929	released
77dfd3d6-067e-4903-a074-a0e9aeb1cccd	41568597-5081-414b-998b-d86b47556727.FPKM-UQ.txt.gz	8ab4d5a7dcdc2d55ef6702000b343916	484943	released
a3dfa1cd-941c-414d-b94d-41551f7ceef2	3a4dfe1e-508f-41f3-b0ec-ea0699f35388.mirbase21.mirnas.quantification.txt	bf60dafa27c8fa25cbae92355eed1bbb	50341	released
77ee859d-cfc6-43b6-98ba-a8fb2f3c51c7	53b965de-92d1-4f37-99a4-5d9fc3dc9a36.mirbase21.mirnas.quantification.txt	5dbe74a7bd72400c7d6dfd816e98592e	50212	released
1d9ff0f9-08d8-435a-9c6b-74ea5401a2b5	844c1614-007b-41eb-89ac-e81667c98743.FPKM-UQ.txt.gz	74852e730633ba669568cf852946a681	525922	released
73a4911c-3644-4450-9003-5b400e300cbe	jhu-usc.edu_BLCA.HumanMethylation450.23.lvl-3.TCGA-XF-A8HD-01A-11D-A365-05.gdc_hg38.txt	dffdcd1c005210fab27bdfc413a6793a	141275146	released
5fa151fb-dc7f-42b2-89c4-e6d100054f8f	6a755b2e-3088-486b-9c21-8591426de24e.mirbase21.mirnas.quantification.txt	3516e40e3689cd2f5e67b888d19b7366	50271	released
ac1215a6-f3ad-4ee8-ab6d-89d295a9b2a0	8266eaa8-ef8c-4e0a-b167-c4d301598b0e.FPKM-UQ.txt.gz	803e9d0c32086b9b4f76de03220d99d4	527808	released
4ba5da55-17eb-44bb-9894-f235d7d06786	jhu-usc.edu_BLCA.HumanMethylation450.2.lvl-3.TCGA-CF-A1HS-01A-11D-A13Z-05.gdc_hg38.txt	e280180d01626c3c3e90fd165f564a16	141271038	released
d80dd246-ee4c-423e-90fd-1a3e1763e910	jhu-usc.edu_BLCA.HumanMethylation450.24.lvl-3.TCGA-5N-A9KI-01A-31D-A42F-05.gdc_hg38.txt	5126b6756ab500cab47e5455db1776da	141284845	released
2f2d0866-1f16-48ad-83b0-db48f223eac0	jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-ZF-AA5H-01A-11D-A392-05.gdc_hg38.txt	195972a229fd84c23c0f77df6f13f015	141280361	released
5372fc4c-47c3-4fc0-bebc-c98c56d24d9b	9235d4ed-68f5-4c5d-aac6-eb0279462404.mirbase21.mirnas.quantification.txt	ff1c583d30ee340a0aed2e4ea02e1730	50322	released
1dc6a190-a06b-4d77-a1ed-d915e611b75e	2ea66599-cfa6-4a42-b88c-0889cc98cc5f.FPKM-UQ.txt.gz	f0dc05d4baaf43dbb450b14ca23ad0d4	501182	released
