File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
f10fb0f4-d6ca-4354-9d44-b8d013f71022	09426921-d677-42f2-95b5-1a0b5c661ef9.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TARGET-RT	TARGET-52-PAREWI	TARGET-52-PAREWI-01A	Primary_Tumor
9b48272c-44a8-46e4-ab23-1ac10608eca3	401beb60-1256-4cac-ab66-f5a25ca8e3a6.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-KICH	TCGA-KO-8407	TCGA-KO-8407-01A	Primary_Tumor
9bb4634b-db18-4a24-9514-eb36bcb9d8f2	7f366a6f-9823-4b4d-a785-a5487dcb8b5e.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-KICH	TCGA-KM-8439	TCGA-KM-8439-01A	Primary_Tumor
8d9102d3-f202-4986-a4c7-04c3bdedb074	41b6050a-2bcb-494b-a316-2562eefdfda2.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KICH	TCGA-KO-8403	TCGA-KO-8403-01A	Primary_Tumor
b2be8c87-5a94-42b2-ac82-a62011444292	jhu-usc.edu_KIRC.HumanMethylation450.4.lvl-3.TCGA-CZ-4866-11A-01D-1500-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CZ-4866	TCGA-CZ-4866-11A	Solid_Tissue_Normal
cb456ce2-893f-4095-a8e7-4b9ed4704c55	44925f20-dad5-40de-99b6-e8164abe94ed.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-AK-3455	TCGA-AK-3455-01A	Primary_Tumor
f1adccb5-7f75-46ee-a401-350871ee59f1	jhu-usc.edu_KIRC.HumanMethylation450.3.lvl-3.TCGA-CJ-4904-11A-01D-1424-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CJ-4904	TCGA-CJ-4904-11A	Solid_Tissue_Normal
e096c99c-65da-4189-8a36-bab932c9f094	14533648-15b3-449c-bca1-93da6964df67.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B2-5635	TCGA-B2-5635-01B	Primary_Tumor
aa00b53c-3951-4326-b059-16ef0aab29e0	jhu-usc.edu_KIRC.HumanMethylation450.6.lvl-3.TCGA-B0-5711-01A-11D-1670-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-5711	TCGA-B0-5711-01A	Primary_Tumor
45271500-d362-4d7c-8760-9e15ace02a65	jhu-usc.edu_KIRC.HumanMethylation450.6.lvl-3.TCGA-B4-5844-01A-11D-1670-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B4-5844	TCGA-B4-5844-01A	Primary_Tumor
b5e5b175-539b-49d8-9538-f63891f22f02	97ce7ad1-4b76-4a20-9b28-305dfa8f51c0.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-4712	TCGA-B0-4712-11A	Solid_Tissue_Normal
0cc9d8bd-ede7-453d-80ad-36ea36051b5c	d644249b-babb-4d70-bc62-4118338a086a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-4698	TCGA-B0-4698-01A	Primary_Tumor
459b6c42-0fb0-4a7c-8c8f-41c13bd35465	345d3200-a399-4eca-b48f-2beeb1689a8a.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-B0-5088	TCGA-B0-5088-01A	Primary_Tumor
3c8a3416-c3ac-4ece-b0b0-c4d33fbb74be	jhu-usc.edu_KIRC.HumanMethylation450.1.lvl-3.TCGA-B0-4718-11A-01D-1275-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-4718	TCGA-B0-4718-11A	Solid_Tissue_Normal
7ee3a746-b4e1-442d-9665-7e80bbff54c1	jhu-usc.edu_KIRC.HumanMethylation27.1.lvl-3.TCGA-AK-3444-01A-01D-0859-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-AK-3444	TCGA-AK-3444-01A	Primary_Tumor
3ceb84e0-4aa9-47d1-a0c5-1148e1992690	2a92a715-1224-4ec6-b8b7-3a0445a99ed9.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CW-5585	TCGA-CW-5585-11A	Solid_Tissue_Normal
93d7a559-8dd6-40e7-abce-76c6770b5a3a	jhu-usc.edu_KIRC.HumanMethylation27.2.lvl-3.TCGA-CJ-4644-11A-01D-1186-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CJ-4644	TCGA-CJ-4644-11A	Solid_Tissue_Normal
22d33857-ab1f-4c67-b16a-29c2ab17f1d7	4cab26a0-d914-4b92-8c97-522c07edd284.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-B0-4847	TCGA-B0-4847-01A	Primary_Tumor
c00e82c8-f1d5-4672-97a9-11a5d88c602e	de01576d-54fd-453b-8e13-735d8936b171.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-B0-5695	TCGA-B0-5695-01A	Primary_Tumor
f3d619ea-5263-4717-97ef-e50936f53eaa	4debd8a0-aae6-43d2-bdaa-1993e30994dc.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TARGET-RT	TARGET-52-PAVCKS	TARGET-52-PAVCKS-01A	Primary_Tumor
1e921f63-a99e-4ca4-833f-5017a274ac2a	122f1881-142a-4fea-9bf8-f7ed1e4a5522.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TARGET-RT	TARGET-52-PARZBI	TARGET-52-PARZBI-01A	Primary_Tumor
90e947ff-da4a-4d1b-aa81-afd92e375e56	jhu-usc.edu_KIRC.HumanMethylation450.4.lvl-3.TCGA-CZ-5452-11A-01D-1500-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CZ-5452	TCGA-CZ-5452-11A	Solid_Tissue_Normal
f5941a0b-9635-4e5e-b600-3bc3450872e3	jhu-usc.edu_KIRC.HumanMethylation27.4.lvl-3.TCGA-B0-4837-11A-01D-1303-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-4837	TCGA-B0-4837-11A	Solid_Tissue_Normal
32fceaad-c75b-4ad3-90cf-737c3d1adfed	jhu-usc.edu_KIRC.HumanMethylation450.1.lvl-3.TCGA-B0-4688-01A-01D-1275-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-4688	TCGA-B0-4688-01A	Primary_Tumor
c1ec838d-a700-41d8-8464-167134e88d01	02d4bcfd-cb41-40b0-b64a-729b66ab1213.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CJ-4634	TCGA-CJ-4634-01A	Primary_Tumor
1c58b49b-1edc-4f7b-83bf-a4f0104451f4	6073b31e-7ce7-423e-a9b2-a85e3e9bc62e.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CZ-4863	TCGA-CZ-4863-01A	Primary_Tumor
980fba5c-7fa6-42f0-8e93-e9e2eaa9bf18	jhu-usc.edu_KIRC.HumanMethylation27.5.lvl-3.TCGA-BP-4969-01A-01D-1332-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4969	TCGA-BP-4969-01A	Primary_Tumor
32265a11-9e95-4fa1-ba44-035993305452	84b9ed3d-f898-4c6f-9f3b-7abd802b34ea.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-4703	TCGA-B0-4703-01A	Primary_Tumor
952cfa28-001b-433a-ba40-82bcdf6ed6d5	jhu-usc.edu_KIRC.HumanMethylation450.2.lvl-3.TCGA-B0-5092-11A-01D-1418-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-5092	TCGA-B0-5092-11A	Solid_Tissue_Normal
9db91096-bdbd-4aec-ab8a-42a48cb1d9b3	jhu-usc.edu_KIRC.HumanMethylation450.6.lvl-3.TCGA-CW-6093-01A-11D-1670-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CW-6093	TCGA-CW-6093-01A	Primary_Tumor
e5d0d9de-d67e-40c9-a33a-80ac46ad5c3d	jhu-usc.edu_KIRC.HumanMethylation450.3.lvl-3.TCGA-BP-5189-01A-02D-1424-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-5189	TCGA-BP-5189-01A	Primary_Tumor
e04a96d3-3a28-4c30-b90e-f137f85c325d	jhu-usc.edu_KIRC.HumanMethylation450.3.lvl-3.TCGA-CJ-4907-11A-01D-1424-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CJ-4907	TCGA-CJ-4907-11A	Solid_Tissue_Normal
96d45f78-3ec5-425f-a7e0-635adcb43e40	58d40fb8-1c95-49cc-a95a-2f4fe5230fe1.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TARGET-WT	TARGET-50-PALEZT	TARGET-50-PALEZT-01A	Primary_Tumor
f2d14fc0-a4b9-4d30-8990-43a6883127ab	0438c380-c706-4d69-83a0-fabfe9e5c7f2.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	TARGET-WT	TARGET-50-PAKSDG	TARGET-50-PAKSDG-01A	Primary_Tumor
5f07b224-1641-4f98-ba55-75cb57bccfb8	6833e57a-ee52-42c0-835a-5222b79ae824.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-00194	C3N-00194-06	Solid_Tissue_Normal
e15ab5b5-3e39-4ae7-a00d-e9c8a10ae2a1	6c9b48ae-7d6d-4d36-b650-1f0d50b24522.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-00242	C3N-00242-06	Solid_Tissue_Normal
56376013-5260-4aaa-912a-d0deb7c8b408	af561027-59b2-4005-b561-82c485aebf81.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01313	C3L-01313-06	Solid_Tissue_Normal
7bd6fb85-e655-408c-82a9-33300a8593ce	75294bf0-fbba-4c1e-909a-dc7d749cd4f1.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-00907	C3L-00907-02	Primary_Tumor
36dac0e0-d313-4bbd-b5ff-7befba584462	c4361efe-b7a5-4272-b1bb-7f157edd12f7.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3N-00244	C3N-00244-06	Solid_Tissue_Normal
585cf106-17a8-46a9-a9bb-44dfa95cff51	1277f314-c40b-42cd-89fb-d708cc0bcf9e.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-00004	C3L-00004-06	Solid_Tissue_Normal
52ebafb0-4916-48fe-a880-2e2c42902559	8a95b044-5ec9-45b6-8e33-ed2a12d4b547.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01287	C3L-01287-01	Primary_Tumor
4031d38e-705c-47a4-a2db-5cc0f4f32df5	5cc94cea-b687-404d-9f6b-b6f8e65ad41a.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-01603	C3L-01603-06	Solid_Tissue_Normal
646c1606-54c2-4843-a088-0690b2ee6187	c27f85fb-6eed-42e3-890f-9bde9192a37f.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-00447	C3L-00447-02	Primary_Tumor
3e295ca4-75c8-4c50-bdd3-c93d4be48609	71f3a418-62e6-40ef-8efb-f846f4d72f6d.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01286	C3L-01286-03	Primary_Tumor
341791a5-289e-4a4d-9022-b67cc9d94e22	a9ac8359-ae21-4b53-a5e4-90ebf75cea16.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3N-00194	C3N-00194-01	Primary_Tumor
6ccc7101-fc98-4cf7-8b52-1e993431e488	17d4a934-43c6-46d8-90f8-8cb6af9508c5.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-00581	C3L-00581-01	Primary_Tumor
f423a3b8-fc3c-4508-9966-ba0a16a60d7d	993464b4-1aea-4d4a-a952-864c816828f3.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-00447	C3L-00447-01	Primary_Tumor
a5878da3-d524-4a17-9b00-4721b44718f9	2b35928c-b659-4cbc-988f-fe2ea9b919e2.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-00359	C3L-00359-01	Primary_Tumor
e40a4d97-01a6-4860-b4fc-5aff5ba488c2	278ea2dc-5a6a-47e4-824b-3c4a523ca5d9.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01603	C3L-01603-03	Primary_Tumor
76fded9b-3508-45a2-a5aa-12eb14dc3501	cb6f6f4e-2887-42ff-941f-1ec3606d1a4f.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01607	C3L-01607-01	Primary_Tumor
f9d9a675-a97a-4aad-a7bb-013874473049	bd6daa87-a17c-4a17-905e-e6706c4605a6.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01861	C3L-01861-01	Primary_Tumor
1d50ef40-b726-48f7-b81d-ae0e4dab714b	d9124538-347c-483e-aee9-83c462e87976.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-00447	C3L-00447-02	Primary_Tumor
362c366f-9b71-485d-b522-af16adcbb354	ce03256e-cb2e-41fd-8f51-c93545935803.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-00096	C3L-00096-06	Solid_Tissue_Normal
398bd6ac-d9c5-443d-81f8-184a8adf0acf	e5f31159-86ca-4d52-a578-524f69ea0866.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-00447	C3L-00447-03	Primary_Tumor
c24c62f7-7d89-49c1-9568-59a2005fe25c	f95d6fea-2c42-4dab-9712-b37eed4af08b.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-01861	C3L-01861-06	Solid_Tissue_Normal
28d1dd29-ff98-41b3-af54-8d0c807cf446	d6278b8b-e415-4d12-a0b1-8c467f32b377.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01861	C3L-01861-03	Primary_Tumor
5e33e34b-6ff0-4ee0-8b50-a6a6fdb2b330	c512930c-ae2a-408f-bd51-8cdbeae93624.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-01861	C3L-01861-01	Primary_Tumor
c7c0067d-ce81-4def-98e7-7bc2b7d60073	57f784ac-fb10-4a61-a5ec-aa6a7ef666c0.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-00004	C3L-00004-06	Solid_Tissue_Normal
606bf314-2d1b-4c40-b5d7-87bc21538976	a5d081bb-f676-4f55-896e-be85756b1c43.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-00907	C3L-00907-06	Solid_Tissue_Normal
09af1312-d5da-4a02-8efd-b8e3ae86de8d	01dddc5a-6961-4b40-8535-572fd1459359.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-00733	C3N-00733-02	Primary_Tumor
6e54ee6c-fe02-4aa0-890a-ea2d20231d9a	0b90859a-c500-47a0-90f8-c16f528c8d46.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-00733	C3N-00733-03	Primary_Tumor
8ab9ae7a-9613-4e7a-bf69-fb7b4160e9de	46a6f14a-fd87-4962-9dde-5c58d85d1bb6.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-00244	C3N-00244-06	Solid_Tissue_Normal
7c58dcdd-0854-44ab-8551-1afdc03edc99	ec626c5c-7c73-4e8a-a244-7dc437d7c983.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-00607	C3L-00607-01	Primary_Tumor
844a3f12-10fd-4f61-85bb-35fe5c88683e	69b1fb36-9385-42df-ba7b-c1a0ce9139c4.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-00766	C3L-00766-01	Primary_Tumor
b033be03-13ff-4ab3-8287-ea9e40380157	d6bce1d5-c078-45ad-b072-6fc2806cbd87.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-00096	C3L-00096-06	Solid_Tissue_Normal
b111acdf-c729-43e0-82e0-21242ac2f6af	eea85a10-ced4-4c0c-9cea-589de0849ff6.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-00246	C3N-00246-01	Primary_Tumor
8f131f06-f7cd-4ae2-a848-4d83cac30e23	a303d679-0888-4a03-a3a7-bd3c2da92c75.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-00606	C3L-00606-03	Primary_Tumor
0efa3160-b476-4eda-b3ad-60cc23a43d65	1c622ac8-95d9-4c1c-a080-ce716032acc8.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-01313	C3L-01313-03	Primary_Tumor
5842feba-643f-467e-bb9b-4b8d24860720	47188d8f-3135-42a0-9042-95955711e078.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-00908	C3L-00908-06	Solid_Tissue_Normal
9c2600dd-b92e-423a-9ff4-ee0daa443016	819b7834-0c7b-4e6d-bbc4-884c4d58e677.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-00369	C3L-00369-02	Primary_Tumor
03a75e3e-a74f-41c4-942c-46c8459c49e6	c9220a80-3505-408e-a1cc-94cd4b67598c.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-00360	C3L-00360-06	Solid_Tissue_Normal
b62a2704-809b-421a-9286-ebfd8e9873e9	6572beb0-eddc-47cf-ba75-10cef30469af.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01287	C3L-01287-02	Primary_Tumor
00f4a2cf-a97b-4e71-9bf2-72f40b6214fb	c9919c31-9bc5-45ae-a934-45d065073f85.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01861	C3L-01861-02	Primary_Tumor
3b48d5ca-07f6-421c-bb1c-b81c011f525f	ceb88714-0a44-4be1-9874-2e49705eb837.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-00907	C3L-00907-02	Primary_Tumor
4ec8428b-cc92-48fd-82a4-3faaa2021235	e7ade196-8809-411b-84da-0139e392c2b3.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3N-01808	C3N-01808-06	Solid_Tissue_Normal
1fb8952d-aedf-4849-ae93-114abc5b5981	9f77dd7f-da33-4b20-a59d-547a1ce1f482.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-00011	C3L-00011-06	Solid_Tissue_Normal
b9efb902-c8fe-4c25-a7db-5e09250c9278	0f4360fa-e3c3-4034-b216-0a7b9ca09017.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-00907	C3L-00907-06	Solid_Tissue_Normal
3fcbd276-c8e1-418b-9e82-274a801bc8c5	d0d6b8ac-9a91-4158-adfa-19656814cf47.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-00766	C3L-00766-01	Primary_Tumor
5bdfc2c4-0167-469f-81d5-8686aab465bc	1887a17b-20c5-4518-9c02-8cd34980ee9c.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01607	C3L-01607-03	Primary_Tumor
4084a257-2abf-4710-bf57-36d947a87ca8	f13ed3e3-374c-4d57-ae55-24c557c9b5f1.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01288	C3L-01288-02	Primary_Tumor
20c709b4-d748-4515-8417-acd6d4c88caa	b4f5d1b5-bee1-44c2-b8c8-fb492fb08daa.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-00026	C3L-00026-06	Solid_Tissue_Normal
b77fd680-05a6-477c-a23d-8827d8758332	98e952a5-8204-4ff7-b2de-4e3823753fe5.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-01882	C3L-01882-06	Solid_Tissue_Normal
a26ab1a0-618a-4671-b91a-62ad00c5ad97	39adf09d-543b-4e11-ba96-1910f0d0e112.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-00418	C3L-00418-02	Primary_Tumor
1c611b1c-d2af-4b24-a0ce-0cdc340d9476	2dc88b93-d2a2-4e08-b4b0-c4750fcd38d4.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3N-00194	C3N-00194-02	Primary_Tumor
e89dc19b-effc-457a-aef1-9588c698b293	bc64f922-b6e6-416a-964d-9d7225c3bf50.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-00026	C3L-00026-01	Primary_Tumor
b5322949-0827-4d3c-ba6c-2d85bf310dba	050ebbfb-d119-4ec6-a153-bf64e3bf6877.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-00369	C3L-00369-02	Primary_Tumor
9a3bea4a-2bc0-4986-8298-8373690a73d2	b725e1b5-3215-4343-af74-1e4f4903bb1b.FPKM-UQ.txt	Transcriptome Profiling	Gene Expression Quantification	CPTAC-3	C3L-01836	C3L-01836-03	Primary_Tumor
9affde0c-8478-4944-85f7-41148cd01c84	13de90ea-2d77-4783-8c79-f777f2a9c0cf.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3N-00246	C3N-00246-01	Primary_Tumor
e87b003c-aa83-4296-8904-6988549eab52	b30e2e83-e54f-4102-8b95-944457858abe.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-00010	C3L-00010-01	Primary_Tumor
37a5cc30-5b16-407b-a68a-ae6c61b9bb91	20dd2fe2-018b-49b4-9250-945fe5494518.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-01603	C3L-01603-03	Primary_Tumor
b065086e-5d7f-4a5c-a411-bab33ce34312	be9044a3-028a-4d0c-a2e1-bdf3722cfed5.mirnaseq.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	CPTAC-3	C3L-00088	C3L-00088-06	Solid_Tissue_Normal
